Id,UserId,StartTimeInSeconds,DurationInSeconds,DistanceInMeters,Steps,AverageSpeedInMetersPerSecond,AveragePaceInMinutesPerKilometer,TotalElevationGainInMeters,AverageHeartRateInBeatsPerMinute
1,10,1665239344,1500,4442.99,4224,2.962,5.626829,16.02,165
2,10,1665325877,1800,5262.85,4864,2.924,5.6999545,80.48,162
6,10,1667740865,1800,5311.3,5084,2.951,5.6478033,7.24,167
7,10,1667831813,540,303.52,1108,0.562,29.65599,0,112
10,10,1668348621,1727,5004.66,4730,2.898,5.7510924,205.09,158
12,10,1665927809,1800,5123.38,5026,2.846,5.8561726,24.62,159
13,10,1666267228,2400,6490.51,6616,2.704,6.163708,320.7,161
15,10,1666698006,1921,5365.99,5326,2.793,5.9672995,102.27,165
16,10,1666871499,2421,6668.86,6530,2.754,6.051803,40.72,160
20,10,1669466308,2336,6080.73,6436,2.603,6.4028687,354.06,162
23,10,1665058822,1503,4451.72,4232,2.962,5.626829,24.4,168
24,10,1667134304,2397,6194.05,6556,2.584,6.449948,175.69,166
25,10,1668952258,1509,4281.05,4220,2.837,5.8747506,26.86,163
27,20,1664922933,1500,4717.73,3998,3.144,5.3011026,33.799805,146
29,20,1665053799,3172,4982.99,5504,1.571,10.608953,224.3904,132
30,20,1666015364,2817,6528.51,7474,2.318,7.190106,458.53366,157
31,20,1666541562,7201,20029.3,18678,2.781,5.993048,265.26953,138
35,20,1669553874,2521,7315.07,6628,2.902,5.7431655,83.13672,152
36,20,1669849764,2221,6300.93,5570,2.837,5.8747506,59.225098,145
39,20,1665242519,1201,3287.11,3116,2.736,6.091618,16.979248,141
43,20,1667516219,2400,6766.7,6212,2.819,5.912262,25.738525,139
46,20,1669160482,2401,7359.09,6332,3.065,5.437738,42.65869,156
47,20,1665336526,901,2795.27,2370,3.102,5.3728776,37.552734,144
48,20,1665532298,1804,5377.82,4704,2.982,5.58909,56.49707,136
50,20,1665841987,2701,7568.25,6994,2.802,5.948132,58.493896,135
51,20,1668348267,3457,9082.27,9136,2.628,6.341958,80.818115,130
53,20,1668725745,3771,10701.88,9804,2.838,5.87268,85.35889,144
54,10,1669982345,1169,3615.27,3338,3.091,5.3919983,18.58,163
57,30,1666015364,2837,6528.93,7340,2.302,7.2400813,459.2815,154
58,30,1666541562,1698,4717.09,4378,2.778,5.99952,72.31177,128
70,30,1666543761,5472,15348.54,14208,2.805,5.9417706,218.2876,136
73,30,1669160483,2703,8142.03,7088,3.013,5.531585,26.947021,150
75,30,1665532301,2834,8021.99,7452,2.831,5.8872013,76.755615,146
76,30,1666307637,3978,10713.62,10532,2.693,6.1888843,144.54565,149
77,30,1668255135,2811,8513.92,7638,3.029,5.502366,92.74609,158
79,20,1670021410,1799,5112.64,4704,2.84,5.868545,22.574219,139
89,40,1668683388,901,2850.6,2550,3.163,5.269259,22.277588,154
92,40,1668944677,3167,10009.7,8958,3.161,5.2725935,31.580078,150
102,40,1667571728,4071,2915.9,3472,0.716,23.277468,46.91919,102
103,40,1667577007,1381,1356.18,2110,0.982,16.972166,31.915527,113
104,40,1667740825,2267,277.89,930,0.123,135.50134,,120
108,40,1669553882,2599,7343.6,7002,2.826,5.8976173,44.099365,160
116,40,1667394950,1435,4016.16,3974,2.798,5.956636,24.613525,132
121,40,1665697531,3160,4173.73,5740,1.321,12.616705,53.426514,104
138,40,1668339199,3208,10009.23,9030,3.12,5.341881,54.24878,160
139,50,1665400099,2490,5304,6768,2.13,7.8247256,4,148
140,50,1665834130,962,2315.12,2666,2.406,6.927127,2,159
141,50,1665914579,2618,5780.28,7200,2.208,7.5483093,4,148
142,50,1666098099,3535,7281.57,9992,2.06,8.090615,90.101074,140
143,50,1666691756,2439,5241.04,7182,2.149,7.755545,53.66626,140
144,50,1666916354,2717,5871.41,7848,2.161,7.7124786,77.2522,143
145,50,1668347865,4315,10016.19,12386,2.321,7.1808124,126.823,160
146,50,1668548783,3612,7908.94,9958,2.19,7.61035,96.806885,139
147,50,1668603809,2113,5233.55,6270,2.477,6.7285695,60.36035,160
148,50,1669723217,2531,5054.98,6460,1.997,8.345852,17.479517,134
149,50,1665094787,2149,4375.93,6008,2.036,8.185986,60.04785,154
150,50,1665145712,1932,3362.94,4366,1.74,9.578544,49.562256,111
151,50,1665238921,2437,5084.14,6946,2.086,7.9897733,53.204834,152
152,50,1666993624,1857,4111.47,5414,2.214,7.527853,52.34668,144
153,50,1667051138,3247,7005.38,9620,2.158,7.7232003,116.09985,148
155,50,1667296724,3615,7814.57,10466,2.162,7.708912,92.13599,145
156,50,1667383225,2503,4959.23,7006,1.982,8.409015,45.394287,146
157,50,1669111421,3610,7682.85,9912,2.128,7.8320804,51.67041,150
158,50,1669810265,2411,5316.85,6988,2.206,7.5551524,10.621784,140
159,50,1666442501,4155,9046.85,12218,2.177,7.6557956,80.895996,145
160,50,1666531941,1819,3885.35,5256,2.136,7.802747,52.2959,141
161,50,1667469468,2888,6211.81,8064,2.151,7.748334,68.926025,141
162,50,1667655296,4443,10036.75,13066,2.259,7.377896,75.45874,142
163,50,1668730650,3428,7645.15,9470,2.23,7.473841,53.93701,147
164,50,1668790361,2710,5843.26,7776,2.156,7.7303653,78.54785,145
165,50,1668863464,4737,11011.76,13898,2.325,7.168459,67.605225,155
166,50,1669335926,3552,7963.32,9806,2.242,7.4338384,7.791956,151
167,50,1669377205,2411,5455.22,6964,2.263,7.364855,29.116932,151
168,50,1669463898,3053,8011.05,8956,2.624,6.3516254,63.70723,159
169,50,1665832390,1632,3471.46,4586,2.126,7.8394485,3.9312322,140
170,50,1666259437,2830,6321.2,7962,2.234,7.4604597,61.08374,156
171,50,1667827422,3632,7837.13,10058,2.158,7.7232003,154.45923,124
173,60,1664927100,1503,4430,,2.9474385,5.6546273,,
176,60,1665239523,2770,7628.42,7576,2.754,6.051803,183.89,172
177,60,1667476122,706,1884.46,1952,2.671,6.2398605,9.49,156
179,60,1667757420,2202,7048.74,5960,3.201,5.206706,41.64,186
183,60,1666784864,670,2063.72,1788,3.082,5.407744,39.46,161
186,60,1667996649,4189,11394.12,11604,2.72,6.127451,31.97,172
187,60,1668082948,4264,11618.13,11684,2.725,6.1162086,29.75,167
189,60,1668871023,4830,14015.69,13284,2.902,5.7431655,53.37,179
193,60,1665532509,598,1647.77,1604,2.753,6.054002,31.44,157
195,60,1665535579,806,2176.28,2132,2.7,6.1728396,8.64,164
197,60,1665577594,2411,6862.62,6602,2.847,5.8541155,25.31,173
206,60,1665751015,707,1802.82,1876,2.548,6.5410776,2.08,148
207,60,1665752863,514,1261.82,1342,2.453,6.7944016,4.73,176
210,60,1666015363,2837,6506.17,7430,2.294,7.26533,391.95,186
211,60,1668641755,3784,10856.31,10372,2.869,5.809225,141.33,178
214,60,1665752116,722,2649.84,2018,3.67,4.541326,3.82,194
215,60,1667305979,4265,10802.13,11862,2.533,6.579813,43.3,168
217,60,1667394476,2104,5842.32,5768,2.777,6.0016804,161,171
220,60,1669247202,737,2066.45,2000,2.804,5.9438896,2.09,152
221,60,1669574784,1833,5688.04,4940,3.103,5.371146,20.42,173
226,60,1666542724,4679,8725.55,11398,1.865,8.93655,127.76,139
228,60,1667259930,1506,4169.79,4092,2.768,6.021195,11.24,155
233,60,1666270029,3002,8460.34,8332,2.818,5.91436,199.29,170
238,100,1666784481,1585,5050.11,4266,3.185,5.232862,20,145
239,100,1667562252,1936,6016.77,5244,3.108,5.362505,35,153
241,100,1667906786,2020,6222.54,5424,3.08,5.4112554,26,150
242,100,1668864379,2186,6416.3,5868,2.935,5.6785917,40,153
243,100,1669030609,2133,7024.04,5750,3.293,5.061241,30,154
244,100,1669203341,2536,8016.63,6854,3.161,5.2725935,38,144
245,100,1664969120,1529,5044.72,4020,3.299,5.052036,30,150
247,100,1665493261,1521,5291.6,4050,3.48,4.789272,2,143
250,100,1666611153,1845,6098.72,4948,3.306,5.041339,16,151
251,100,1667216369,2226,7026.17,5994,3.157,5.2792735,40,146
252,100,1668511882,2572,8145.22,6872,3.167,5.262604,42,145
259,100,1668079931,1923,5818.93,5146,3.025,5.5096416,18,155
260,100,1669990041,2066,6007.71,5524,2.908,5.7313156,19,157
261,450,1665403535,2408,8401.04,6740,3.489,4.776918,8,152
262,450,1666097410,4209,13945.81,11742,3.314,5.029169,204.68066,152
263,450,1666184425,3606,12019.5,10066,3.334,4.999,105.02905,150
264,450,1666271282,4204,14507.23,11736,3.451,4.8295183,205.58203,158
265,450,1666538875,6269,22014.82,17696,3.512,4.7456336,210.15088,166
266,450,1666702713,4509,15885.43,12502,3.523,4.7308164,243.76074,158
267,450,1666829881,3610,11551.03,10022,3.2,5.2083335,143.54541,148
268,450,1666911775,4204,13987.51,11644,3.327,5.0095186,221.70876,151
271,450,1664978295,2409,7903.96,6668,3.281,5.0797524,125.60205,148
272,450,1665063852,2706,8926.55,7530,3.298,5.053568,130.60352,149
273,450,1665245568,3006,9994.35,8322,3.324,5.014039,105.97754,151
274,450,1665750779,3012,10222.16,8358,3.394,4.9106264,12,147
275,450,1665882373,2708,10011.05,7606,3.696,4.5093794,9.593792,156
276,450,1667520966,3612,12633.05,10122,3.498,4.7646275,181.43115,156
277,450,1667752012,5453,18033.78,15094,3.307,5.0398145,294.65698,159
278,450,1668559142,3963,13049.06,10982,3.292,5.0627785,366.4429,155
279,450,1668644076,4206,13647.51,11572,3.245,5.136107,113.61304,151
280,450,1668724321,3122,11218.81,8796,3.594,4.6373587,132.96606,161
281,450,1667433771,3607,11680.09,9902,3.239,5.1456213,141.6814,151
282,450,1667953157,3968,12995.31,10936,3.275,5.0890584,294.28223,156
283,450,1668088456,4807,15381.54,13222,3.2,5.2083335,358.0144,149
284,450,1668175362,3614,11885.19,9976,3.288,5.068938,83.69824,149
285,450,1668958754,8353,28016.49,23354,3.354,4.969191,762.7883,158
286,450,1669161059,4268,14375.52,11570,3.369,4.9470663,225.50075,160
287,450,1669244404,4204,13886.97,11616,3.304,5.0443907,219.42406,148
288,450,1669380033,3481,12043.86,9786,3.46,4.8169556,104.24532,166
289,450,1669583375,4205,14807.69,11664,3.521,4.733504,91.699265,151
290,450,1669670220,9391,32015.3,26092,3.409,4.8890195,202.32227,149
291,450,1667144368,8270,28014.76,22894,3.388,4.919323,500.1306,159
292,450,1667347713,3610,11901.13,9898,3.297,5.055101,157.96216,148
293,450,1668358260,6942,24024.81,19150,3.461,4.8155637,375.94186,158
294,450,1670162439,2487,10087.6,7148,4.056,4.1091385,32.00293,172
295,20,1670162456,3060,10013.37,8206,3.272,5.0937243,41.082275,165
296,40,1670162683,3038,10100.48,8782,3.324,5.014039,31.760986,175
297,100,1670162673,3058,10033.55,8182,3.281,5.0797524,60,152
298,60,1670162501,3223,10115.55,8670,3.138,5.311239,22.5,193
299,30,1670162672,3262,10100.9,9106,3.096,5.3832903,26.669678,170
300,50,1670162675,3560,10081.92,10542,2.832,5.8851223,21.543945,164
301,120,1665485202,2960,7012.64,7890,2.369,7.0353174,198.30641,139
302,120,1665570314,3784,4836.36,7538,1.278,13.04121,197.3059,139
303,120,1666261406,4862,6053.7,10448,1.245,13.386881,207.05078,128
304,120,1666693115,2479,6117.5,6976,2.468,6.7531066,157.71484,129
305,120,1666952414,5859,16600.95,17148,2.834,5.880969,117.65137,155
306,120,1667131633,7151,19079.05,21002,2.668,6.2468767,666.91797,158
307,120,1667298062,2566,6327.59,7050,2.466,6.758583,152.91626,132
308,120,1667383980,5385,15549.65,15832,2.888,5.7710066,81.34619,142
309,120,1667557578,5475,16142.73,15904,2.948,5.6535506,135.3894,148
310,120,1669196214,5591,16006.06,16472,2.863,5.821399,97.99927,129
311,120,1665052714,3717,5398.16,8870,1.452,11.47842,237.15941,133
312,120,1665234443,4344,12459.25,12744,2.868,5.8112507,78.0874,157
313,120,1665709817,5769,15252.32,16304,2.644,6.3035803,162.99115,148
314,120,1666866556,5370,7308.48,12330,1.361,12.245898,286.6089,176
315,120,1667471213,4719,7099.39,11078,1.504,11.081561,218.3098,140
316,120,1667935193,4630,9036.09,10838,1.952,8.538251,29.501572,140
317,120,1668337272,6379,11724.44,15174,1.838,9.067827,64.264084,156
318,120,1668593593,5991,18002.12,17846,3.005,5.5463114,303.08447,156
319,120,1668680849,4804,9604.68,12520,2,8.333333,210.02979,138
320,120,1669891655,3288,6214.71,8654,1.89,8.818342,169.10303,152
321,120,1664965383,3902,11023.49,11256,2.825,5.899705,154.65503,142
322,120,1666347062,5527,15636.74,16284,2.829,5.891363,133.43237,153
323,120,1666529274,7847,19012.33,22654,2.423,6.878525,715.47437,147
324,120,1667048585,8996,18754.48,24400,2.085,7.9936047,671.5986,160
325,120,1667652641,10779,19603.73,27272,1.819,9.162543,747.2844,157
326,120,1667943154,3221,7079.34,8978,2.198,7.5826507,32.129406,139
327,120,1668250853,3639,7023.55,10254,1.93,8.635579,24.90142,126
328,120,1668428890,10126,20008.5,27240,1.976,8.434547,678.3496,156
329,120,1669717018,2747,7075.78,7912,2.576,6.4699793,126.848145,151
330,120,1670153469,8657,24101.25,25380,2.784,5.9865904,805.8469,158
331,120,1665838588,5536,15298.09,15994,2.763,6.0320907,148.36371,150
332,120,1665957696,8151,21008.49,23094,2.577,6.4674687,244.39497,144
333,120,1666174836,4581,12885.75,13236,2.813,5.9248724,89.262695,149
334,120,1666442617,11640,20124.19,28028,1.729,9.639483,830.2029,155
335,120,1668507959,3254,9045.1,9428,2.78,5.9952035,84.72583,143
336,120,1668808465,5827,17031.33,17148,2.923,5.7019043,76.29413,133
337,120,1669024282,5435,12811.4,13872,2.357,7.0711355,93.658264,131
338,120,1669111737,2411,6012.43,6910,2.494,6.682705,180.60541,125
339,120,1669803534,5423,16015.46,16188,2.953,5.6439776,252.71703,151
340,120,1670067361,5018,13317.22,14758,2.654,6.279829,481.54688,169
341,120,1665317539,9002,23261.36,26532,2.584,6.449948,724.7571,157
342,120,1666089424,2493,6014.33,6744,2.413,6.907031,169.0012,143
343,120,1668944974,5743,14221.75,16460,2.476,6.731287,304.69025,144
344,120,1669283114,3971,6472.5,10568,1.63,10.224949,168.88434,99
345,120,1669463471,5274,15010.15,15630,2.846,5.8561726,124.82294,142
346,120,1670019407,3210,9078.5,9302,2.828,5.8934464,146.93237,150
350,70,1670365901,1865,6014.19,5026,3.225,5.1679587,16,149
353,450,1670417555,3603,12675.75,10120,3.518,4.7375407,100.47803,161
354,50,1670421680,1816,3944.28,5310,2.172,7.6734195,73.47461,133
355,30,1670415044,3002,8503.17,8138,2.833,5.8830447,31.194092,147
356,40,1670506223,1801,5311.39,4994,2.949,5.6516337,16.29712,163
357,120,1670322164,3514,6772.9,9350,1.927,8.649022,209.86644,142
358,120,1670510060,6288,10507.27,15888,1.671,9.974068,2769.1514,148
360,70,1670510066,6287,9369.1,12578,1.49,11.185681,365,139
361,450,1670545223,4205,13646.69,11544,3.245,5.136107,107.66675,150
362,50,1670580105,2405,5411.41,7028,2.25,7.4074073,35.95044,145
364,450,1670590342,4026,14502.25,11450,3.602,4.627059,219.88011,161
367,100,1670678466,2286,7338.05,6376,3.21,5.1921077,,150
369,50,1670676796,3021,7134.74,8872,2.362,7.056167,99.83325,153
370,120,1670581885,5036,14610.05,15030,2.901,5.7451453,216.41331,137
371,120,1670683177,5622,14763.14,16206,2.626,6.346789,430.19186,159
408,140,1667320601,1566,4013.35,3980,2.562,6.505334,9,156
410,140,1667492210,4693,11027.04,11418,2.35,7.092199,33,152
412,140,1667659042,6219,15219.91,15760,2.447,6.811061,37,161
416,140,1669479944,675,1776.56,1700,2.632,6.33232,8,154
424,140,1668948982,930,2566.35,2424,2.758,6.0430264,5,162
430,140,1668098348,1620,4034.19,4078,2.49,6.6934404,20,158
431,140,1668363199,3802,9142.56,9526,2.404,6.9328895,114,160
436,140,1669288801,3609,8608.28,8210,2.385,6.98812,18,148
443,140,1668952433,959,2692.92,2562,2.808,5.9354224,7,160
444,140,1669117096,3850,9627.83,9146,2.501,6.664001,32,147
446,140,1670674221,2753,5855.46,6876,2.127,7.835762,7,134
450,140,1666898420,1505,3817.78,3772,2.536,6.5720296,26,152
455,140,1668956091,957,2471.78,2454,2.583,6.4524455,2,162
456,140,1669477015,614,1544.44,1538,2.514,6.6295414,14,151
458,140,1666307299,1867,4215.41,4410,2.258,7.381163,20,155
461,140,1668687173,3702,9343.64,8968,2.524,6.6032753,20,150
465,140,1666446675,2820,6342.48,6690,2.249,7.410701,61,160
469,140,1666711174,1534,3859.28,3934,2.516,6.6242714,22,156
473,140,1670168952,8196,20100.43,21074,2.452,6.7971725,46,172
477,140,1666539257,866,2143.44,2222,2.474,6.7367287,3,160
478,140,1669894788,1911,4457.82,4406,2.333,7.143878,5,160
479,140,1669897478,1374,3070.22,3338,2.235,7.4571223,2,162
485,140,1666533031,850,2190.76,2184,2.578,6.46496,1,155
494,30,1670758844,1474,4822.08,4122,3.27,5.09684,44.620605,182
496,40,1670766397,2492,6303.21,6784,2.53,6.587615,64.23779,151
497,70,1670762725,4618,12925.65,12736,2.799,5.954508,129,144
498,120,1670762729,9015,25012.62,26644,2.775,6.006006,366.4939,160
499,450,1670774132,8155,28018.13,22906,3.436,4.850601,405.92065,159
501,10,1670767263,695,2019.97,1976,2.907,5.7332873,12.17,162
503,60,1670791226,1766,5009.43,4734,2.836,5.876822,22.87,168
509,50,1670925219,3126,6922.1,8990,2.214,7.527853,96.34375,150
511,100,1670931149,1570,5016.84,4200,3.195,5.2164845,19,147
512,450,1670934476,3725,12449.14,9950,3.342,4.987034,138.51416,155
514,120,1670926962,3711,6904.69,9882,1.861,8.955759,219.98047,147
515,120,1671012749,5899,17037.37,17500,2.888,5.7710066,252.32497,145
517,450,1671060331,4806,15250.49,13286,3.173,5.252652,224.83594,148
520,50,1671098385,3014,7043.34,8728,2.337,7.1316504,84.37891,161
525,450,1671110523,4027,14747.46,11612,3.662,4.551247,135.83667,165
529,20,1671152238,4015,10310.23,10332,2.568,6.4901347,100.879395,137
531,140,1671194820,2139,5015.15,5202,2.345,7.1073203,43,152
535,450,1671367303,8611,30002.95,24150,3.484,4.7837734,430.39966,155
536,30,1671374054,5027,15005.36,13624,2.985,5.583473,203.89746,163
537,10,1671370930,1370,4027.12,3872,2.94,5.6689343,26.47,169
540,20,1671492449,1061,3002.03,2766,2.828,5.8934464,9.030762,137
541,450,1671544885,3607,12493.07,10268,3.464,4.8113933,90.1936,155
546,140,1671624823,2437,6004.89,5902,2.464,6.7640696,12,151
548,450,1671626516,4803,15554.8,13358,3.238,5.1472106,319.67313,149
549,50,1671633688,2695,6629.66,7806,2.46,6.775068,61.262817,167
551,20,1671676920,780,2000,,2.564,6.5002604,,
553,50,1671708796,3574,8651.01,10420,2.42,6.887052,105.83322,161
555,60,1671712552,2446,6717.29,6712,2.746,6.0694346,22.48,166
556,450,1671713148,4212,14816.36,11978,3.517,4.7388873,218.51828,165
559,100,1671536043,1835,6005.94,4898,3.272,5.0937243,33,144
560,50,1671791552,2710,6238.37,7872,2.302,7.2400813,98.30844,151
562,10,1671797678,2244,6004.85,6222,2.675,6.2305293,308.58,162
564,140,1671886598,1803,4488.22,4438,2.49,6.6934404,16,148
568,20,1671897685,2701,6236.84,6732,2.309,7.2181315,61.17578,141
570,20,1671981317,2701,6804.68,6792,2.52,6.6137567,115.13672,137
575,20,1672096674,1800,4640.17,4598,2.577,6.4674687,12.795654,137
576,450,1672100839,2703,8927.4,7380,3.303,5.045918,33.828094,141
578,10,1672144164,2331,6002.46,6444,2.575,6.4724917,125.27,157
580,140,1672145795,1285,3108.72,3118,2.419,6.8898997,11,147
582,140,1672148163,1217,3005.47,3012,2.47,6.747638,15,160
585,40,1672140639,1588,4685.47,4398,2.95,5.6497173,41.4018,160
586,40,1672158250,3189,1823.2,2194,0.572,29.13753,126.83032,112
587,40,1672165658,725,827.49,1220,1.142,14.59428,,105
588,20,1672180620,1801,4737.62,4706,2.63,6.337135,20.050781,136
589,450,1672175354,10147,34005.37,27776,3.351,4.9736395,659.3,153
590,50,1672190664,2407,5904.55,6882,2.453,6.7944016,37.973022,153
597,50,1672312270,3005,7380,8720,2.456,6.786102,99.38516,153
598,450,1672316688,3603,11664.51,9914,3.238,5.1472106,64.21658,145
600,60,1672336121,3090,8242.79,8016,2.668,6.2468767,71.1,176
601,20,1672351281,2700,7306.3,6992,2.706,6.1591525,37.438232,133
602,40,1672397142,3069,10006.89,8638,3.261,5.110907,103.44445,173
607,50,1672484635,3407,8014.43,9844,2.352,7.086168,87.998566,149
609,100,1672494966,1751,6006.09,4722,3.431,4.8576703,6,156
612,60,1672503035,958,3052.25,2578,3.186,5.23122,12.07,178
615,20,1672526111,371,1023.21,52,2.761,6.0364604,40.600952,72
617,40,1672585230,1457,1658.6,2444,1.138,14.6455765,17.011719,112
618,20,1672602908,3371,10003.11,9048,2.967,5.6173463,92.59582,147
619,60,1672613295,1643,5006.87,4442,3.048,5.4680667,19.19,168
622,450,1672670032,5960,20019.4,16720,3.359,4.9617944,276.29028,156
624,100,1672752359,3056,10011.93,8200,3.276,5.087505,16,159
626,450,1672765877,4205,15021.29,12068,3.572,4.66592,123.81543,166
632,450,1672848215,4204,13459.25,11734,3.202,5.2050805,193.05836,153
634,60,1672870677,2707,8027.53,7174,2.965,5.6211357,43.44,172
635,20,1672930449,2701,6657.01,7070,2.465,6.761326,139.52759,137
636,450,1672941477,3962,13672.25,10934,3.451,4.8295183,204.68457,161
639,70,1673092041,3424,10015.25,9218,2.925,5.6980057,59,162
647,40,1673177922,1729,5006.92,4824,2.895,5.7570524,43.529053,167
648,70,1673178658,5952,15039.13,16164,2.527,6.595436,302,154
650,450,1673189718,10462,35011.83,29192,3.347,4.9795837,455.67142,161
653,50,1673274583,3494,8574.34,10208,2.454,6.791633,121.950195,153
657,450,1673397736,3618,11655.54,10066,3.222,5.1727705,73.09375,147
658,50,1673431686,2405,5626.48,7014,2.34,7.122507,109.237305,149
659,70,1673431276,2957,8684.14,7876,2.936,5.676657,44,136
661,100,1673436235,1589,5055.86,4192,3.182,5.237796,14,140
663,20,1673476965,2752,6627.63,6372,2.408,6.921373,47.125,129
664,450,1673483231,3008,9511.38,8240,3.162,5.2709255,143.37671,142
669,450,1673570284,3976,13353.9,10946,3.359,4.9617944,230.41917,159
670,70,1673605028,4456,11887.64,11920,2.668,6.2468767,219,146
671,100,1673609345,1568,5053.27,4158,3.222,5.1727705,18,148
676,70,1673697254,2305,6332.94,6286,2.747,6.0672245,58,148
677,70,1673700349,3729,10238.09,10030,2.745,6.0716453,,150
678,50,1673703450,821,1651.06,2250,2.011,8.287751,16.730713,137
685,450,1673828398,5613,20553.55,15994,3.662,4.551247,314.04956,156
694,100,1673954693,1527,5017.53,4122,3.285,5.073567,22,148
695,70,1673955929,2602,7043.66,7092,2.707,6.156877,24,143
696,140,1673955537,2236,5014.52,5426,2.243,7.4305243,8,150
700,60,1673961352,1830,5093.33,4948,2.783,5.988741,22.08,168
703,450,1674000471,3487,12206.2,9572,3.5,4.7619047,97.42114,163
707,140,1674042672,2222,5015.87,5422,2.257,7.3844337,9,158
712,450,1674088258,3615,11757.79,9862,3.253,5.1234756,178.62158,147
713,240,1669378079,4068,10709.41,9978,2.633,6.3299155,337,145
716,240,1669556417,3856,12019.41,10966,3.117,5.3470216,468,150
718,240,1670628954,5121,12446.66,12640,2.43,6.8587103,581,144
721,240,1671834422,2897,7008.68,7560,2.419,6.8898997,175,138
722,240,1673784691,8932,12899.89,16266,1.444,11.542013,784,133
723,240,1669125630,1528,4169.66,4230,2.729,6.107243,4,150
726,240,1670155407,540,1566.28,1546,2.899,5.7491093,40,135
728,240,1671364923,2924,9997.15,8048,3.419,4.87472,180,163
732,240,1672265033,1933,5530.83,5526,2.862,5.823434,142,161
734,240,1669212047,4267,11493.38,11722,2.694,6.1865873,629,145
737,240,1671061028,3967,9943.06,10214,2.506,6.650705,220,127
742,100,1674127865,1534,5006.32,4120,3.263,5.107774,13,150
744,10,1674130907,1767,4790.13,4932,2.71,6.1500616,20.36,169
746,260,1670233609,1995,7009.09,6316,3.514,4.7429333,72.12915,157
747,260,1670319759,2496,9016.83,7970,3.612,4.6142488,85.476074,124
748,260,1670405865,2842,11008.44,9064,3.873,4.3032966,57.89258,142
749,260,1670577660,2959,11005.79,9788,3.719,4.481491,105.58472,162
750,260,1670924661,2751,10012.52,8608,3.64,4.5787544,92.38208,115
751,260,1671010452,3148,12002.25,9954,3.813,4.3710113,64.17969,118
752,260,1671182260,3318,12006.62,10446,3.619,4.605324,111.7959,146
753,260,1671308477,2297,9010.25,7320,3.923,4.2484493,84.663574,172
754,260,1671443473,2282,8009.93,7168,3.509,4.749691,66.56958,141
755,260,1674121916,2460,9005.64,7942,3.661,4.55249,82.14746,190
756,260,1668950162,2519,9919.28,8026,3.938,4.232267,153.19946,139
757,260,1669023931,2594,9102.83,8456,3.51,4.748338,96.52759,167
758,260,1669110595,2497,9011.35,8062,3.609,4.6180844,78.31787,176
759,260,1669196499,2718,10002.75,8584,3.681,4.5277553,25.370361,181
761,260,1669282960,2465,9005.16,7806,3.653,4.56246,45.554688,178
762,260,1670667577,4037,15012.03,12820,3.719,4.481491,151.3982,184
763,260,1670837226,2864,10008.46,9136,3.494,4.770082,97.36963,128
764,260,1671366146,5834,22102.19,18714,3.789,4.398698,208.90771,154
765,260,1669801378,2779,11001.69,8748,3.959,4.209817,32.62378,187
766,260,1672392863,3634,14000.61,11654,3.853,4.325634,70.42212,173
767,260,1672488264,4714,17004.74,15372,3.607,4.620645,99.11719,182
768,260,1672597308,2770,10013.61,8994,3.616,4.6091447,80.46777,181
769,260,1672654351,2153,7507.26,7026,3.486,4.7810287,70.370605,189
770,260,1672826012,2246,8008.34,7490,3.565,4.6750817,77.54736,186
771,260,1672911245,3594,13005.54,12024,3.618,4.6065965,69.64111,190
772,260,1673091327,2635,10003.59,8554,3.797,4.3894305,96.13403,137
773,260,1673100397,2161,4637.47,5718,2.146,7.7663875,59.021484,141
774,260,1673264381,1973,7004.35,6498,3.55,4.6948357,68.971924,185
775,260,1669886597,2674,10008.1,9708,3.742,4.453946,99.96167,134
776,260,1669936841,1882,3739.6,4794,1.987,8.387855,40.357178,164
777,260,1670065161,2470,9005.5,7946,3.646,4.57122,228.20624,139
778,260,1672738995,3074,11510.67,9828,3.745,4.4503784,27.732666,170
779,260,1672998087,2282,8005.76,7438,3.508,4.751045,73.62378,187
780,260,1673179710,4349,16003.67,14354,3.68,4.5289855,209.18434,186
781,260,1673276136,2778,6001.44,7468,2.16,7.7160487,38.89673,168
782,260,1673429534,4223,15007.93,13606,3.553,4.6908717,88.88428,181
783,260,1673563875,1843,4002.57,4986,2.172,7.6734195,16.452637,166
784,260,1673565825,467,1006.05,1264,2.156,7.7303653,3.222412,163
785,450,1674173938,3009,9976.51,7970,3.315,5.0276523,158.35742,157
787,260,1674207312,3645,14005.29,11916,3.842,4.3380184,38.20752,155
798,40,1674300759,2035,6009.23,5726,2.953,5.6439776,33.41797,157
802,10,1674305766,1488,4241.16,4162,2.849,5.850006,20.11,169
803,50,1674305809,1986,3552.92,4770,1.789,9.316192,64.673584,119
804,70,1674304232,5401,14069.97,14848,2.605,6.3979526,89,142
806,60,1674323295,3087,6510.32,8066,2.109,7.9026394,392.23,189
808,20,1674323294,2968,6479.71,7682,2.183,7.634753,443.73,156
809,260,1674390981,4325,16006.98,14196,3.701,4.5032873,189.95726,133
815,20,1674403309,686,1999.53,1798,2.917,5.7136326,1.1662598,144
816,450,1674400529,3930,14022.23,11062,3.568,4.6711507,145.67041,154
818,140,1674400320,1058,2506.14,2694,2.37,7.032349,5,153
820,260,1674467740,2213,8016.91,7368,3.623,4.6002393,47.3938,138
822,100,1674473574,1515,5023.36,4098,3.317,5.024621,19,144
